high_school,romanian_grade,county,specialisation,profile_exam_name,profile_exam_grade,optional_exam_name,optional_exam_grade,passed
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.8,True
" LICEUL TEORETIC ""DIMITRIE CANTEMIR"", IASI",9.5, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""HOREA CLOSCA SI CRISAN"" ALBA IULIA",9.5, AB, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",10.0, SB, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""COSTACHE NEGRI"", LOCALITATEA GALATI",10.0, GL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.5,True
" LICEUL TEORETIC ""VASILE ALECSANDRI"", COMUNA SABAOANI",9.5, NT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""NICOLAE IORGA""",9.8, B, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,9.7,True
 LICEUL TEORETIC Ă˘â‚¬â„˘DECEBALĂ˘â‚¬â„˘ CONSTANTA,9.7, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.5, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""BOGDAN VODA"" VISEU DE SUS",9.8, MM, TEHNICIAN IN ACTIVITATI ECONOMICE, MATEMATICA TEHN,9.7, GEOGRAFIE,10.0,True
" LICEUL TEORETIC ""GRIGORE MOISIL"" MUN.TIMISOARA",10.0, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,9.65,True
" COLEGIUL NATIONAL ""GIB MIHAESCU"" DRAGASANI",9.5, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""FERDINAND I"" BACAU",9.8, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.7,True
" COLEGIUL NATIONAL ""NICOLAE BALCESCU"" BRAILA",9.65, BR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL PEDAGOGIC ""REGINA MARIA"" DEVA",9.65, HD, INVATATOR - EDUCATOARE, MATEMATICA PED,10.0, PSIHOLOGIE,9.85,True
" COLEGIUL TEHNIC ""ALEXANDRU ROMAN"" ALESD",9.8, BH, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.7,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"", IASI",9.5, IS, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL PEDAGOGIC ""STEFAN VELOVAN"" CRAIOVA",9.6, DJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL PEDAGOGIC ""SPIRU HARET"" FOCSANI",9.6, VN, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",9.6, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.9,True
" LICEUL TEORETIC ""GRIGORE MOISIL"" MUN.TIMISOARA",9.75, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.75,True
" COLEGIUL NATIONAL ""IONITA ASAN"" CARACAL",10.0, OT, FILOLOGIE, ISTORIE,9.5, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" ORADEA",10.0, BH, FILOLOGIE, ISTORIE,9.75, FILOSOFIE,9.75,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.5, MM, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.6, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",9.8, PH, FILOLOGIE, ISTORIE,9.7," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.75, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.75,True
" COLEGIUL NATIONAL ""GEORGE COSBUC"" CLUJ-NAPOCA",9.3, CJ, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""NIKOLAUS LENAU"" MUN.TIMISOARA",9.7, TM, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.75, INFORMATICA SN C/C++,9.85,True
" COLEGIUL NATIONAL ""MARTON ARON"" MIERCUREA CIUC",9.3, HR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""HOREA CLOSCA SI CRISAN"" ALBA IULIA",9.85, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,9.7,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",9.45, VN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""SPIRU HARET""",9.5, B, STIINTE SOCIALE, ISTORIE,9.95, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PLOIESTI",9.6, PH, FILOLOGIE, ISTORIE,9.95," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
" COLEGIUL NATIONAL ""GEORGE COSBUC"" MOTRU",9.6, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.85,True
" COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",9.65, GJ, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.45, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""TRAIAN""",9.55, MH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE MUNTEANU MURGOCI"" BRAILA",9.45, BR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""GRIGORE GHICA"" DOROHOI",9.75, BT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU""",9.5, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""CONSTANTIN CARABELLA"" TARGOVISTE",9.45, DB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""FERDINAND I"" BACAU",9.8, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.65," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL MILITAR ""STEFAN CEL MARE"" CAMPULUNG MOLDOVENESC",10.0, SV, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.45,True
" COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",9.75, VS, FILOLOGIE, ISTORIE,9.7," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",9.45, MS, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",10.0, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, FIZICA TEO,9.75,True
" COLEGIUL NATIONAL ""SIMION BARNUTIU"" SIMLEU SILVANIEI",9.6, SJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",10.0, VS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.45,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI",9.7, BT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.75,True
" COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"", LOCALITATEA GALATI",9.6, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,10.0,True
" LICEUL TEORETIC ""CONSTANTIN SERBAN"" ALESD",9.6, BH, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.85,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",10.0, VN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, FIZICA TEO,9.75,True
" COLEGIUL NATIONAL ""C.D. LOGA"" CARANSEBES",9.6, CS, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.85,True
 COLEGIUL NATIONAL PEDAGOGIC Ă˘â‚¬â„˘CONSTANTIN BRATESCUĂ˘â‚¬â„˘ CONSTANTA,9.65, CT, FILOLOGIE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL DE ARTE ""BALASA DOAMNA"" TARGOVISTE",9.8, DB," ARHITECTURA, ARTE AMBIENTALE SI DESIGN", ISTORIE,9.95, GEOGRAFIE,9.7,True
" COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",9.45, BN, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI""",9.85, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,9.6,True
" COLEGIUL NATIONAL MILITAR ""MIHAI VITEAZUL"" ALBA IULIA",10.0, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.55,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.5, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""COSTACHE NEGRI"" TARGU OCNA",9.55, BC, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.9,True
" LICEUL TEORETIC ""PETRE PANDREA"" BALS",9.8, OT, FILOLOGIE, ISTORIE,9.95, PSIHOLOGIE,9.7,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.55, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",9.6, AG, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.85, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""GH.LAZAR"" SIBIU",9.65, SB, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9, INFORMATICA SN C/C++,9.9,True
" LICEUL TEORETIC ""ONISIFOR GHIBU"" CLUJ-NAPOCA",9.75, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""MIHAIL SADOVEANU"", PASCANI",9.8, IS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.85, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
 LICEUL TEORETIC INTERNATIONAL DE INFORMATICA CONSTANTA,9.55, CT, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",9.6, BZ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" COLEGIUL NATIONAL, IASI",10.0, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,9.55,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.85, B, FILOLOGIE, ISTORIE,9.6, SOCIOLOGIE,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.8, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL ""TRAIAN DODA"" CARANSEBES",9.7, CS, FILOLOGIE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",9.95,True
" COLEGIUL NATIONAL ""MOISE NICOARA"" ARAD",9.8, AR, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,9.65,True
" COLEGIUL NATIONAL ""TEODOR NES"" SALONTA",9.8, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.65,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU""",10.0, B, FILOLOGIE, ISTORIE,9.85, SOCIOLOGIE,9.6,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",10.0, GL, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.55, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" COLEGIUL NATIONAL ""TRAIAN""",9.7, MH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL VOCATIONAL ""NICOLAE TITULESCU"" SLATINA",9.45, OT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""VLADIMIR STREINU"" GAESTI",9.8, DB, FILOLOGIE, ISTORIE,9.65, GEOGRAFIE,10.0,True
 COLEGIUL NATIONAL 'ANDREI SAGUNA' BRASOV,9.7, BV, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, BIOLOGIE VEGETALA SI ANIMALA,9.75,True
 COLEGIUL NATIONAL 'ANDREI SAGUNA' BRASOV,9.75, BV, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL ""IOSIF VULCAN"" ORADEA",9.65, BH, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL, IASI",9.45, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""AVRAM IANCU"" CLUJ-NAPOCA",9.45, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""GH.LAZAR"" SIBIU",9.7, SB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,9.9,True
" LICEUL TEORETIC ""DAN BARBILIAN"" CAMPULUNG",9.75, AG, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",9.65, BZ, STIINTE SOCIALE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",9.7, BZ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"" CLUJ-NAPOCA",9.45, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""EMIL BOTTA"" ADJUD",9.65, VN, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",9.7, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.75,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.45, MM, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ANORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.45, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE TITEICA""",9.8, MH, FILOLOGIE, ISTORIE,9.65, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA",9.6, DJ, FILOLOGIE, ISTORIE,9.85," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",9.45, NT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL PEDAGOGIC ""GHEORGHE LAZAR"" CLUJ-NAPOCA",9.7, CJ, STIINTE SOCIALE, ISTORIE,9.75, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.65, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, FIZICA TEO,9.85,True
" COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA",9.55, DJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" LICEUL DE ARTE ""DIMITRIE CUCLIN"", LOCALITATEA GALATI",9.55, GL, COREGRAFIE, ISTORIE,10.0, PSIHOLOGIE,9.9,True
 COLEGIUL NATIONAL 'DR. IOAN MESOTA' BRASOV,9.75, BV, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.7,True
" COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",9.55, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""MIRCEA ELIADE"" SIGHISOARA",9.6, MS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI PASCAL,9.95,True
" COLEGIUL NATIONAL ""OCTAV ONICESCU""",9.9, B, STIINTE SOCIALE, ISTORIE,9.55," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.75, MM, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" COLEGIUL ECONOMIC ""IULIAN POP"" CLUJ-NAPOCA",10.0, CJ, TEHNICIAN IN TURISM, MATEMATICA TEHN,9.75, GEOGRAFIE,9.7,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" ORADEA",9.65, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",9.9, MS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.55,True
" LICEUL TEORETIC ""SPIRU HARET"" MOINESTI",9.85, BC, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.6,True
" COLEGIUL TEHNIC ""ION BORCEA"" BUHUSI",9.7, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.75,True
" LICEUL TEHNOLOGIC ""ION NISTOR"" VICOVU DE SUS",9.45, SV, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" LICEUL TEORETIC ""SPIRU HARET"" MOINESTI",9.75, BC, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,9.7,True
" COLEGIUL NATIONAL ""IULIA HASDEU""",9.75, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",10.0, BZ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7, CHIMIE ORGANICA TEO NIVEL I/II,9.75,True
" COLEGIUL NATIONAL ""AL.I.CUZA"" CORABIA",9.9, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.55,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",10.0, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.45,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.6, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" LICEUL TEORETIC ""NICOLAE BALCESCU"" CLUJ-NAPOCA",9.8, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",9.45, BH, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.5, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""CANTEMIR VODA""",9.7, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,9.75,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",10.0, IL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.6, INFORMATICA MI C/C++,9.85,True
" COLEGIUL NATIONAL ""ANASTASESCU"" ROSIORI DE VEDE",9.6, TR, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,9.85,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",9.65, VN, FILOLOGIE, ISTORIE,10.0, ECONOMIE,9.8,True
" COLEGIUL NATIONAL, IASI",10.0, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.55,True
" COLEGIUL NATIONAL ""GH.LAZAR"" SIBIU",9.7, SB, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.75," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""NICOLAE TITULESCU"" PUCIOASA",9.8, DB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" COLEGIUL NATIONAL PEDAGOGIC ""STEFAN CEL MARE"" BACAU",9.7, BC, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
" COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",9.9, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.55,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",10.0, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, FIZICA TEO,9.75,True
" COLEGIUL NATIONAL ""SPIRU HARET""",9.9, B, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,9.55,True
 LICEUL TEORETIC Ă˘â‚¬â„˘GEORGE CALINESCUĂ˘â‚¬â„˘ CONSTANTA,9.85, CT, FILOLOGIE, ISTORIE,9.6, PSIHOLOGIE,10.0,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",9.7, BZ, FILOLOGIE, ISTORIE,9.75, GEOGRAFIE,10.0,True
 LICEUL TEORETIC Ă˘â‚¬â„˘GEORGE CALINESCUĂ˘â‚¬â„˘ CONSTANTA,9.85, CT, FILOLOGIE, ISTORIE,9.9, GEOGRAFIE,9.7,True
" LICEUL TEOLOGIC ADVENTIST ""STEFAN DEMETRESCU""",10.0, B, TEOLOGIE ADVENTISTA, ISTORIE,9.45," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""LUCIAN BLAGA"" SEBES",9.75, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" COLEGIUL NATIONAL ""SPIRU HARET"", LOCALITATEA TECUCI",9.65, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""NICOLAE BALCESCU"" BRAILA",10.0, BR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.45,True
" COLEGIUL NATIONAL ""EUDOXIU HURMUZACHI"" RADAUTI",9.45, SV, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""O.GOGA"" SIBIU",9.55, SB, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""LUCIAN BLAGA"" SEBES",9.8, AB, FILOLOGIE, ISTORIE,9.65, GEOGRAFIE,10.0,True
